name,year_int,duration,rating,votes,genre_split,genre_count,director_avg_rating,actor_popularity
Singham,(2011),143 min,6.8,14788.0,"['Action', ' Crime', ' Drama']",3,5.730769230769231,
Singham,(2019),141 min,5.5,96.0,"['Action', ' Drama']",2,5.5,5.516666666666667
Singham Returns,(2014),142 min,5.7,7675.0,"['Action', ' Crime', ' Drama']",3,5.730769230769231,
Singhasan,(1986),161 min,5.1,14.0,"['Action', ' Adventure', ' Romance']",3,4.675,
Singing with Angry Bird,(2016),88 min,7.5,48.0,"['Documentary', ' Drama', ' Family']",3,7.5,
Sins,(2005),138 min,4.2,387.0,"['Drama', ' Romance', ' Thriller']",3,5.533333333333333,
Sir,(2018),99 min,7.7,5461.0,"['Drama', ' Romance']",2,7.7,7.583333333333333
Sir,(1993),151 min,6.2,336.0,"['Crime', ' Drama', ' Romance']",3,5.414893617021277,
Sirf Romance: Love by Chance,(2007),160 min,3.4,8.0,['Romance'],1,5.366666666666667,
Sirf....: Life Looks Greener on the Other Side,(2008),135 min,5.8,96.0,['Drama'],1,5.8,
Siskiyaan,(2005),125 min,5.1,73.0,"['Drama', ' Thriller']",2,4.9799999999999995,
Sita Swayamvar,(1976),,8.2,29.0,"['Adventure', ' Drama', ' Fantasy']",3,6.130769230769231,
Sitam,(1982),,6.0,14.0,"['Drama', ' Family']",2,6.633333333333333,
Sitam,(2005),,2.6,20.0,['Drama'],1,4.79,
Sitamgar,(1985),,6.7,54.0,['Action'],1,5.13125,
Sitapur Ki Geeta,(1987),,5.5,31.0,"['Action', ' Crime']",2,5.175757575757576,
Sitara,(1980),125 min,6.5,24.0,"['Drama', ' Family']",2,6.575,
Sitaramaraju,(1999),,5.7,144.0,"['Action', ' Drama', ' Romance']",3,5.7,
Sitaron Se Aage,(1958),,6.1,10.0,"['Drama', ' Musical']",2,6.707999999999999,
Sivaji,(2007),188 min,7.5,18422.0,"['Action', ' Drama', ' Thriller']",3,7.166666666666667,
Sivappathikaaram,(2006),112 min,5.5,86.0,['Action'],1,5.5,
Six X,(2016),133 min,6.9,210.0,['Drama'],1,4.36,
Sixteen,(2013),138 min,6.3,1680.0,"['Drama', ' Romance', ' Thriller']",3,5.6,6.3
Siyaah..,(2012),97 min,5.3,63.0,['Horror'],1,6.933333333333333,5.55
Siyasat,(1988),,3.1,15.0,['Action'],1,5.414893617021277,
Siyasat,(1992),,5.8,5.0,"['Action', ' Drama']",2,4.925,
Siyavar Ram - Ramayana,(2020),90 min,7.0,6.0,['Animation'],1,7.0,
Skater Girl,(2021),107 min,6.6,1154.0,"['Drama', ' Family', ' Sport']",3,6.6,
Slender Threads,(1973),118 min,7.1,49.0,"['Action', ' Drama']",2,6.446153846153846,
Smuggler,(1996),,4.3,19.0,"['Action', ' Crime']",2,4.506666666666666,
Smuggler,(1966),,6.7,6.0,"['Action', ' Crime']",2,6.1125,
Snegithiye,(2000),154 min,6.5,276.0,"['Drama', ' Musical', ' Mystery']",3,6.190322580645161,
Sneham Kosam,(1999),169 min,6.5,270.0,"['Action', ' Drama']",2,5.949999999999999,
Sniffer,(2013),137 min,5.9,680.0,"['Adventure', ' Comedy', ' Drama']",3,6.125,
Snip!,(2000),,4.7,124.0,"['Comedy', ' Thriller']",2,4.3,
Soch,(2002),145 min,4.3,86.0,"['Drama', ' Mystery', ' Thriller']",3,4.9,
Soch Lo,(2010),,6.5,86.0,"['Action', ' Crime', ' Drama']",3,6.45,6.216666666666666
Socha Na Tha,(2005),137 min,7.4,7475.0,"['Comedy', ' Drama', ' Romance']",3,6.8375,
Society Kaam Se Gayi,(2011),,5.6,12.0,['Drama'],1,5.9399999999999995,
Sohag Raat,(1948),143 min,7.2,6.0,"['Drama', ' Romance']",2,7.466666666666667,
Sohni Mahiwal,(1985),142 min,6.1,263.0,"['Action', ' Drama', ' Romance']",3,6.1,
Sohni Mahiwal,(1958),104 min,5.9,9.0,"['Musical', ' Romance']",2,6.5375,
Sold,(2014),94 min,6.9,1589.0,['Drama'],1,6.9,
Soldier,(1998),156 min,6.2,2757.0,"['Action', ' Drama', ' Musical']",3,5.777777777777778,
Soldier as Thakur Daler Singh,(1969),,6.0,5.0,['Action'],1,5.45,
Solva Saal,(1958),135 min,7.0,140.0,"['Comedy', ' Romance', ' Thriller']",3,6.446153846153846,
Solva Sawan,(1979),140 min,6.0,22.0,['Drama'],1,6.016666666666667,
Some Where in Delhi,(1956),128 min,5.1,9.0,"['Comedy', ' Drama', ' Romance']",3,6.1692307692307695,
Son of Dracula,(2009),94 min,5.5,8.0,"['Fantasy', ' Horror']",2,5.5,
Son of Hercules,(1964),80 min,2.8,28.0,['Action'],1,2.8,
Son of India,(1962),,5.8,50.0,['Drama'],1,6.786666666666666,
Son of Sardaar,(2012),141 min,4.0,9060.0,"['Action', ' Comedy']",2,5.275,
Son of Sinbad,(1958),,2.3,24.0,['Adventure'],1,5.529411764705882,
Son Rise,(2019),49 min,8.2,213.0,['Documentary'],1,8.2,
Sona Spa,(2013),102 min,3.5,189.0,"['Drama', ' Mystery', ' Thriller']",3,4.8,4.588888888888889
Sonali Cable,(2014),127 min,5.3,980.0,"['Comedy', ' Drama']",2,5.3,
Sonchidi,(2011),55 min,6.3,82.0,"['Drama', ' Mystery', ' Sci-Fi']",3,6.68,
Sonchiriya,(2019),143 min,8.1,9572.0,"['Action', ' Crime', ' Drama']",3,7.575,
Sone Ka Dil Lohe Ke Haath,(1978),,6.5,8.0,['Action'],1,6.038461538461538,
Sone Ki Chidiya,(1958),171 min,6.0,34.0,"['Drama', ' Romance']",2,6.75,
Sone Ki Lanka,(1992),,5.7,10.0,['Action'],1,4.506666666666666,
Sone Pe Suhaaga,(1988),163 min,4.8,90.0,"['Action', ' Family']",2,5.27741935483871,
Soni,(2018),97 min,7.2,2528.0,"['Crime', ' Drama']",2,6.9,
Sons of Ram,(2012),85 min,6.7,77.0,"['Animation', ' Drama', ' Musical']",3,6.7,6.8
Sonu Ke Titu Ki Sweety,(2018),138 min,7.1,20000.0,"['Comedy', ' Romance']",2,7.05,
Sookha,(1983),119 min,6.6,9.0,['Drama'],1,6.6499999999999995,
Sooper Se Ooper,(2013),,4.3,178.0,['Comedy'],1,4.3,
Soorarai Pottru,(2020),153 min,9.1,83029.0,['Drama'],1,8.35,
Soorat Aur Seerat,(1962),,7.2,14.0,"['Drama', ' Family']",2,7.2,
Soorma,(2018),131 min,7.4,4648.0,"['Biography', ' Drama', ' Sport']",3,5.6000000000000005,
Soorma Bhopali,(1988),153 min,5.6,60.0,['Comedy'],1,5.6,
Sooryavansham,(1999),168 min,6.3,2820.0,"['Action', ' Drama']",2,6.133333333333333,
Sorry Bhai!,(2008),154 min,6.1,1019.0,"['Comedy', ' Drama', ' Romance']",3,6.3,
Sorry Daddy,(2015),,4.7,6.0,['Action'],1,4.7,
SOS: Secrets of Sex,(2013),114 min,5.8,34.0,['Drama'],1,5.0,
SOS: Secrets of Sex Chapter 3,(2014),108 min,3.5,31.0,['Drama'],1,5.0,
Soul of Sand,(2010),99 min,5.6,82.0,"['Drama', ' Mystery', ' Thriller']",3,6.05,
Soundtrack,(2011),132 min,7.1,826.0,"['Drama', ' Musical']",2,7.1,
Souryam,(2008),151 min,5.8,167.0,"['Action', ' Drama']",2,5.4,
Souten,(1983),160 min,5.7,196.0,"['Drama', ' Musical', ' Romance']",3,5.1899999999999995,
Souten Ki Beti,(1989),136 min,5.3,55.0,"['Drama', ' Family']",2,5.1899999999999995,
Souten: The Other Woman,(2006),131 min,4.7,43.0,['Thriller'],1,4.071428571428571,
Spandan,(1982),135 min,6.1,9.0,['Drama'],1,6.5,
Spark,(2014),134 min,5.9,31.0,['Action'],1,5.9,
Special 26,(2013),144 min,8.0,52354.0,"['Crime', ' Drama', ' Thriller']",3,7.459999999999999,
Speed,(2007),102 min,2.9,513.0,"['Action', ' Crime', ' Thriller']",3,4.833333333333333,5.091516979752273
Spirit of Moksha - Kumbh Mela,(2010),61 min,5.8,6.0,"['Documentary', ' Family']",2,5.8,
Split Wide Open,(1999),103 min,6.5,222.0,"['Crime', ' Drama']",2,6.65,
Spy in Rome,(1968),155 min,4.9,8.0,"['Action', ' Comedy', ' Romance']",3,5.375,
Sree Rama Anjaneya Yuddham,(1975),166 min,7.8,29.0,"['Drama', ' Fantasy']",2,6.130769230769231,
Sri Anjaneyam,(2004),174 min,4.6,203.0,"['Action', ' Fantasy']",2,6.266666666666667,
Sri Shirdi Saibaba Mahathyam,(1986),,7.7,83.0,['Drama'],1,7.7,
Sri Venkateswara Mahathyam,(1960),204 min,8.5,52.0,"['Drama', ' Musical']",2,8.5,
Srinagar,(2020),,9.1,28.0,['Drama'],1,6.766666666666666,
Sssshhh...,(2003),163 min,4.4,330.0,"['Horror', ' Mystery']",2,4.75,
Ssukh,(2005),,5.0,59.0,"['Comedy', ' Family', ' Romance']",3,5.116666666666666,
Stalker,(2012),,3.5,8.0,['Thriller'],1,3.5,4.026190476190476
Stand By,(2011),,6.3,25.0,"['Drama', ' Sport', ' Thriller']",3,6.35,
Stanley Ka Dabba,(2011),96 min,7.8,6493.0,"['Comedy', ' Drama', ' Family']",3,6.466666666666666,7.733333333333333
Star,(1982),,7.7,53.0,"['Drama', ' Musical']",2,5.533333333333333,
State Rowdy,(1989),147 min,6.3,104.0,"['Action', ' Crime', ' Drama']",3,5.65,
State vs. Malti Mhaske,(2018),,7.1,67.0,"['Crime', ' Thriller']",2,7.199999999999999,7.0
Station,(2014),120 min,7.5,90.0,"['Crime', ' Drama', ' Thriller']",3,7.5,
Stay Alert,(1956),153 min,8.2,913.0,"['Comedy', ' Drama']",2,8.2,
Staying Alive,(2007),96 min,6.2,24.0,"['Crime', ' Drama']",2,5.275,6.2
Staying Alive,(2012),89 min,5.6,29.0,['Drama'],1,5.275,
Still Standing,(2010),54 min,7.5,8.0,"['Documentary', ' Biography', ' Drama']",3,7.7,
Stoovertpuram Police Station,(1991),148 min,6.2,65.0,"['Action', ' Drama']",2,6.2,
Stop!,(2004),,4.4,33.0,"['Comedy', ' Romance']",2,4.233333333333333,
Straight,(2009),110 min,5.8,350.0,"['Comedy', ' Drama']",2,6.1,
Strangers,(2007),100 min,4.9,338.0,"['Drama', ' Romance', ' Thriller']",3,6.033333333333334,
Strawberry Point,(2020),,7.8,5.0,['Thriller'],1,7.8,
Stree,(1961),139 min,7.5,21.0,['Fantasy'],1,6.396428571428571,
Stree,(2018),128 min,7.6,29900.0,"['Comedy', ' Horror']",2,7.449999999999999,
Street Dancer 3D,(2020),146 min,3.6,5930.0,"['Drama', ' Music']",2,4.133333333333334,
Street Fighter,(1995),148 min,5.2,16.0,['Action'],1,5.65,
Street Fighter: The Legend of Chun-Li,(2009),96 min,3.7,23206.0,"['Action', ' Crime', ' Fantasy']",3,3.7,3.7000000000000006
Street Singer,(1938),135 min,6.3,15.0,['Drama'],1,6.81,
Striker,(2010),128 min,6.9,1014.0,"['Action', ' Crime', ' Drama']",3,6.7,
Strings of Passion,(2014),100 min,6.5,31.0,['Drama'],1,6.55,
Struggler,(2006),,6.0,10.0,['Thriller'],1,5.8578947368421055,
Student of the Year,(2012),146 min,5.3,16038.0,"['Comedy', ' Drama', ' Music']",3,6.699999999999999,
Student of the Year 2,(2019),146 min,2.2,17483.0,"['Action', ' Comedy', ' Drama']",3,4.233333333333333,
Stumped,(2003),121 min,2.6,121.0,"['Comedy', ' Drama', ' Sport']",3,2.6,
Stunttman,(1994),,4.8,20.0,"['Action', ' Drama', ' Romance']",3,5.2,
Style,(2001),157 min,6.7,1859.0,"['Comedy', ' Musical', ' Mystery']",3,6.171428571428572,
Sub Ka Saathi,(1972),,6.5,6.0,"['Drama', ' Family']",2,6.776470588235294,
Subah Ka Tara,(1954),107 min,5.4,9.0,['Romance'],1,6.396428571428571,
Subah Subah,(1983),,8.0,83.0,['Romance'],1,8.0,
Subha-O-Sham,(1971),180 min,6.5,31.0,"['Action', ' Comedy', ' Drama']",3,6.05,
Subhas Chandra,(1966),130 min,8.2,41.0,"['Biography', ' Drama', ' History']",3,8.2,8.2
Subhash Chandra Bose,(2005),,3.1,245.0,"['Action', ' Drama', ' History']",3,5.574193548387097,
Suddha,(2005),105 min,7.2,13.0,['Drama'],1,7.2,7.2
Sudesi,(2005),139 min,3.7,35.0,"['Action', ' Crime', ' Drama']",3,3.7,
Sudhandhiram,(2000),145 min,4.0,44.0,"['Action', ' Crime', ' Drama']",3,7.145454545454545,
Suhaag,(1979),164 min,6.7,1053.0,"['Action', ' Drama', ' Musical']",3,6.463636363636363,
Suhaag,(1994),145 min,5.7,1755.0,"['Action', ' Comedy', ' Drama']",3,5.225,
Suhaag Raat,(1968),160 min,4.8,29.0,"['Drama', ' Romance']",2,4.775,
Suhag Sindoor,(1961),,5.0,5.0,['Drama'],1,6.26,
Suhagan,(1954),,6.3,6.0,"['Drama', ' Family']",2,6.3,
Suhagan,(1986),143 min,6.1,43.0,['Romance'],1,5.574193548387097,
Suhagan,(1964),,6.2,17.0,"['Drama', ' Romance']",2,6.35,
Suhana Safar,(1970),130 min,6.4,45.0,"['Comedy', ' Drama']",2,6.300000000000001,
Sui Dhaaga,(2018),122 min,6.8,7421.0,"['Comedy', ' Drama']",2,6.975,
Sujata,(1960),161 min,7.3,326.0,"['Drama', ' Romance']",2,7.29375,
Sulemani Keeda,(2014),89 min,7.1,2478.0,"['Comedy', ' Romance']",2,7.4,
Sullan,(2004),138 min,3.2,359.0,"['Action', ' Crime', ' Drama']",3,3.8000000000000003,
Sultaan,(2000),120 min,5.6,54.0,"['Action', ' Drama']",2,4.4655172413793105,
Sultan,(2016),170 min,7.0,41777.0,"['Action', ' Drama', ' Sport']",3,5.2,
Sultana Daku,(1972),,8.7,6.0,['Action'],1,6.075,
Sultana Daku,(1982),,5.2,5.0,['Action'],1,6.075,
Sumbandh,(1982),,5.9,10.0,"['Action', ' Drama', ' Romance']",3,5.175757575757576,
Summer 2007,(2008),166 min,6.2,238.0,"['Crime', ' Drama', ' Thriller']",3,6.033333333333334,
Summer Camp,(2018),128 min,7.1,16.0,"['Comedy', ' Drama']",2,6.15,
Sun Meri Laila,(1983),143 min,6.9,11.0,['Romance'],1,5.866666666666667,
Sun Sajna,(1982),138 min,6.3,21.0,"['Drama', ' Family', ' Romance']",3,5.866666666666667,
Sun Zarra,(2006),125 min,5.4,18.0,"['Drama', ' Romance']",2,4.7,
Sunayana,(1979),131 min,5.9,39.0,"['Comedy', ' Drama', ' Romance']",3,6.1625,
Sunday,(2008),135 min,5.3,2619.0,"['Action', ' Comedy', ' Mystery']",3,5.730769230769231,
Sunday,(1993),,6.7,6.0,['Comedy'],1,5.7,
Sunehra Sansar,(1975),,5.4,22.0,"['Drama', ' Family']",2,6.2299999999999995,
Sunehre Din,(1949),143 min,6.6,30.0,['Drama'],1,6.6,
Sunghursh,(1968),175 min,6.8,93.0,"['Action', ' Crime', ' Drama']",3,6.130769230769231,
Sunglass,(2013),100 min,5.4,30.0,"['Comedy', ' Drama', ' Thriller']",3,7.05,
Sunheri Nagin,(1963),,5.7,6.0,['Unknown'],1,6.570833333333333,
Sunn Raha Hai Na,(2017),56 min,6.1,7.0,"['Drama', ' Romance']",2,6.1,6.099999999999999
Sunny,(1984),114 min,5.6,128.0,"['Drama', ' Romance']",2,6.446153846153846,
Suno Na.. Ek Nanhi Aawaz,(2009),127 min,4.5,6.0,['Drama'],1,4.5,
Suno Sasurjee,(2004),169 min,2.5,147.0,"['Action', ' Comedy', ' Musical']",3,4.775,
Sunset Bollywood,(2005),60 min,8.6,663.0,['Documentary'],1,8.6,
Sunshine Music Tours & Travels,(2016),110 min,6.5,31.0,['Comedy'],1,6.5,
Suntan,(1976),121 min,6.8,20.0,['Drama'],1,6.458823529411765,
Supari,(2003),142 min,4.3,136.0,"['Action', ' Crime', ' Drama']",3,4.3,
Supari - The Quest Begins Now,(2014),90 min,5.9,33.0,['Crime'],1,5.9,
Super 30,(2019),154 min,8.0,23000.0,"['Biography', ' Drama']",2,6.8,
Super Bheem Aakhri Chunauti,(2016),,5.8,5.0,['Animation'],1,5.37,
Super Bheem Fire and Ice,(2016),,5.8,5.0,['Animation'],1,5.37,
Super Bheem Hawa Mein Halla,(2016),,5.5,11.0,['Animation'],1,5.37,
Super Model,(2013),83 min,1.9,180.0,"['Drama', ' Mystery', ' Romance']",3,1.9,
Super Nani,(2014),133 min,4.6,398.0,"['Comedy', ' Drama', ' Family']",3,5.278571428571429,
Super Police,(1994),95 min,5.5,70.0,"['Action', ' Thriller']",2,4.8076923076923075,
Superman,(1960),,4.8,18.0,"['Action', ' Adventure']",2,6.075,
Superman,(1987),123 min,4.5,301.0,"['Action', ' Adventure', ' Sci-Fi']",3,4.5,
Supermen of Malegaon,(2008),66 min,8.0,648.0,['Documentary'],1,8.0,8.0
Superstar,(2008),120 min,6.0,707.0,"['Drama', ' Romance']",2,4.666666666666667,
Sur,(2002),136 min,6.4,475.0,"['Drama', ' Musical', ' Romance']",3,5.8,
Sur Asur,(1990),,6.0,8.0,['Comedy'],1,6.0,
Sur Sangam,(1985),149 min,6.8,45.0,"['Comedy', ' Drama', ' Musical']",3,6.14,
Suraag,(1982),,7.3,58.0,"['Thriller', ' Mystery']",2,5.214285714285714,
Suraj,(1966),155 min,6.7,124.0,"['Romance', ' Musical', ' Action']",3,6.58,
Suraj,(1997),,3.3,18.0,['Action'],1,4.4655172413793105,
Suraj Aur Chanda,(1973),131 min,5.7,10.0,"['Action', ' Fantasy']",2,5.7,
Suraj Pe Mangal Bhari,(2020),139 min,5.9,3011.0,['Comedy'],1,5.683333333333334,
Surakksha,(1979),132 min,7.3,95.0,"['Action', ' Adventure', ' Crime']",3,5.765217391304348,
Surakshaa,(1995),148 min,4.1,188.0,"['Action', ' Romance', ' Thriller']",3,4.8,
Surkhaab,(2014),100 min,6.3,68.0,"['Adventure', ' Drama', ' Thriller']",3,6.3,6.0
Surkhiyaan (The Headlines),(1985),134 min,5.4,16.0,"['Action', ' Crime', ' Drama']",3,5.3999999999999995,
Surya,(2004),,5.6,5.0,"['Romance', ' Thriller']",2,4.79,
Suryaa: An Awakening,(1989),,6.5,43.0,"['Action', ' Drama']",2,5.653333333333333,
Suryavanshi,(1992),161 min,4.5,923.0,"['Fantasy', ' Horror']",2,5.811111111111111,
Susman,(1987),140 min,7.3,26.0,['Drama'],1,7.25,
Sutradhar,(1987),,6.3,37.0,['Drama'],1,6.3,
Suvarna Sundari,(1957),,7.1,15.0,"['Musical', ' Drama', ' Fantasy']",3,7.1,
Swades,(2004),189 min,8.2,85340.0,['Drama'],1,6.300000000000001,
Swaha: Life Beyond Superstition,(2010),,3.7,18.0,"['Drama', ' Fantasy', ' Horror']",3,5.15,
Swami,(1977),129 min,6.5,196.0,['Drama'],1,6.644117647058824,
Swami,(2007),140 min,6.8,374.0,['Drama'],1,5.266666666666667,
Swami Ayyappan,(2012),90 min,7.6,37.0,"['Animation', ' Action', ' Adventure']",3,7.6,
Swami Dada,(1982),151 min,6.3,87.0,"['Action', ' Drama']",2,5.610526315789474,
Swami Vivekananda,(1955),,6.5,12.0,['Biography'],1,6.75,
Swaraaj,(2003),90 min,6.9,19.0,['Unknown'],1,6.9,
Swarag Se Sunder,(1986),,5.1,106.0,['Drama'],1,5.27741935483871,
Swarg,(1990),160 min,6.7,1255.0,['Drama'],1,5.193023255813954,
Swarg Jaisaa Ghar,(1991),,2.8,9.0,"['Drama', ' Family']",2,4.381818181818182,
Swarg Narak,(1978),164 min,5.5,57.0,"['Comedy', ' Drama', ' Romance']",3,5.446666666666667,
Swarg Se Sundar Desh Hamara,(1945),,5.9,9.0,['Unknown'],1,6.2153846153846155,
Swarg Yahan Narak Yahan,(1991),,6.2,64.0,"['Action', ' Crime', ' Drama']",3,4.775,
Swati,(1986),151 min,6.7,103.0,['Drama'],1,6.6,
Swayam,(1991),,3.9,13.0,['Drama'],1,5.414893617021277,
Swayamvar,(1980),161 min,7.4,85.0,"['Comedy', ' Drama', ' Romance']",3,6.800000000000001,
Sweekar,(1973),,6.9,14.0,['Drama'],1,6.9,
Sweekar Kiya Maine,(1983),170 min,6.1,22.0,"['Comedy', ' Drama']",2,6.1,
Sweetiee Weds NRI,(2017),116 min,3.4,244.0,"['Comedy', ' Drama', ' Romance']",3,4.4399999999999995,
Switchh,(2021),130 min,4.2,11.0,"['Action', ' Thriller']",2,4.2,4.6499999999999995
T for Taj Mahal,(2018),104 min,8.7,93.0,['Drama'],1,6.449999999999999,
Ta Ra Rum Pum,(2007),153 min,5.6,4409.0,"['Comedy', ' Drama', ' Family']",3,5.966666666666666,
Taal,(1999),179 min,6.7,5068.0,"['Drama', ' Musical', ' Romance']",3,6.225,
Taanashah,(2020),101 min,7.3,25.0,"['Action', ' Drama']",2,7.3,7.3
Taandav: Tune of Taandav,(2001),,2.9,14.0,['Musical'],1,2.9,
Taaqat,(1982),,5.9,7.0,"['Action', ' Drama']",2,6.057142857142857,
Taaqat,(1995),180 min,4.8,90.0,"['Crime', ' Romance']",2,4.966666666666667,
Taaqatwar,(1989),,5.5,98.0,['Action'],1,5.193023255813954,
Taarzan: The Wonder Car,(2004),163 min,4.5,2781.0,"['Action', ' Fantasy', ' Thriller']",3,5.777777777777778,
Tabaahi: The Destroyer,(1999),133 min,4.4,21.0,['Action'],1,4.4,
Table No. 21,(2013),108 min,7.2,11709.0,"['Adventure', ' Drama', ' Thriller']",3,4.7,
Tada,(2003),154 min,4.7,24.0,['Action'],1,4.7,
Tadap,(1990),135 min,5.6,8.0,['Drama'],1,5.6,
Tadipaar,(1993),134 min,4.7,142.0,"['Action', ' Drama']",2,5.414893617021277,
Tahalka,(1992),168 min,5.7,316.0,"['Action', ' Adventure', ' Thriller']",3,5.526666666666667,
Tahkhana,(1986),117 min,5.4,169.0,"['Action', ' Drama', ' Horror']",3,5.436,
Tahqiqaat,(1993),139 min,5.3,26.0,"['Crime', ' Mystery']",2,5.833333333333333,
Taish,(2020),143 min,7.5,3703.0,"['Action', ' Thriller']",2,6.9799999999999995,
Taj,(1956),138 min,6.6,8.0,"['Drama', ' Music']",2,5.971428571428571,
Taj Mahal: A Monument of Love,(2003),235 min,6.7,51.0,"['Drama', ' History', ' Romance']",3,6.550000000000001,
Taj Mahal: An Eternal Love Story,(2005),164 min,5.0,161.0,"['Drama', ' History', ' Musical']",3,5.0,
Tajurba,(1981),140 min,5.7,12.0,"['Action', ' Adventure']",2,5.7,
Take It Easy,(2015),,7.4,19.0,['Drama'],1,6.9,
Taking the Horse to Eat Jalebis,(2019),121 min,6.1,50.0,['Drama'],1,6.1,
Takkar,(1995),143 min,4.6,195.0,"['Action', ' Crime', ' Drama']",3,5.571428571428571,
Takkar,(1980),157 min,5.4,36.0,['Drama'],1,5.27741935483871,
Talaaq,(1958),182 min,6.7,19.0,['Drama'],1,6.633333333333333,
Talaash,(2012),140 min,7.2,40234.0,"['Crime', ' Drama', ' Mystery']",3,6.866666666666667,
Talaash: The Hunt Begins...,(2003),153 min,4.7,1411.0,"['Action', ' Drama', ' Mystery']",3,4.122222222222223,
Talaashi,(1996),157 min,4.3,34.0,"['Crime', ' Drama']",2,5.436,
Talash,(1969),175 min,6.6,155.0,"['Romance', ' Thriller']",2,6.885714285714285,
Talashe Haq,(1935),,6.8,11.0,['Unknown'],1,6.9,
Tales of Siva 1,(2009),65 min,5.5,6.0,"['Animation', ' Family', ' History']",3,5.9,5.5
Tales of Siva 2,(2009),66 min,6.3,6.0,['Animation'],1,5.9,
Tallukh,(2020),83 min,5.4,56.0,"['Crime', ' Drama', ' Romance']",3,5.550000000000001,
Talvar,(2015),132 min,8.2,32313.0,"['Crime', ' Drama', ' Mystery']",3,6.266666666666666,
Tamacha,(1988),165 min,4.0,50.0,"['Action', ' Romance']",2,5.220000000000001,
Tamanchey: Pyar Mein Dil Pe Maar De Goli,(2014),113 min,4.4,308.0,"['Crime', ' Romance']",2,4.4,
Tamanna,(1969),,6.2,12.0,"['Drama', ' Family']",2,6.3500000000000005,
Tamanna,(1998),127 min,6.8,302.0,['Drama'],1,5.414893617021277,
Tamasha,(1952),127 min,7.6,38.0,['Drama'],1,6.81,
Tamasha,(2015),139 min,7.3,24623.0,"['Comedy', ' Drama', ' Romance']",3,6.8375,
Tamboo Mein Bamoo,(2001),,6.5,13.0,['Drama'],1,6.5,
Tan-Badan,(1986),115 min,5.1,37.0,['Drama'],1,4.8,
Tangewala,(1972),139 min,5.6,29.0,"['Action', ' Crime', ' Drama']",3,6.038461538461538,
Tangewali,(1955),120 min,8.4,5.0,"['Drama', ' Family']",2,6.863636363636363,
Tango Charlie,(2005),142 min,6.0,1789.0,"['Action', ' Adventure', ' Drama']",3,5.7,
Tanhaji: The Unsung Warrior,(2020),135 min,7.6,22344.0,"['Action', ' Biography', ' Drama']",3,7.6,
Tank Cleaner,(2021),155 min,8.7,20.0,['Thriller'],1,8.7,
Tansen,(1943),122 min,7.5,26.0,"['Drama', ' Musical', ' Romance']",3,6.6499999999999995,
Tanu Weds Manu,(2011),113 min,6.8,13804.0,"['Comedy', ' Drama', ' Romance']",3,6.033333333333334,
Tanu Weds Manu Returns,(2015),128 min,7.6,26843.0,"['Comedy', ' Drama', ' Romance']",3,6.033333333333334,
Tapasya,(1976),133 min,7.2,48.0,"['Drama', ' Family']",2,5.776470588235294,
Tapish,(2000),144 min,6.0,20.0,['Drama'],1,4.4,
Taqdeer,(1983),,5.8,88.0,"['Action', ' Drama', ' Romance']",3,6.483333333333333,
Taqdeer,(1967),108 min,6.3,35.0,"['Drama', ' Family']",2,5.314285714285715,
Taqdeer Ka Badshah,(1982),,4.9,18.0,"['Action', ' Drama']",2,5.21875,
Taqdeer Ka Sikander,(2002),,5.1,7.0,['Action'],1,5.1,
Taqdeer Ka Tamasha,(1990),217 min,4.2,40.0,"['Action', ' Crime', ' Drama']",3,4.2,
Taqdeerwala,(1995),162 min,6.5,414.0,"['Action', ' Comedy', ' Fantasy']",3,4.8076923076923075,
Tara Mira,(2019),120 min,7.3,31.0,['Drama'],1,7.3,
Tara: The Journey of Love and Passion,(2013),110 min,5.5,43.0,['Drama'],1,5.5,
Tarana,(1979),111 min,6.9,37.0,"['Musical', ' Romance']",2,4.747058823529412,
Tarana,(1951),,7.1,135.0,"['Drama', ' Romance']",2,5.85,
Tarang,(1984),171 min,6.9,47.0,['Drama'],1,6.85,
Tarazu,(1997),144 min,4.5,589.0,"['Action', ' Crime', ' Drama']",3,4.775,
Target,(1995),122 min,7.6,73.0,['Drama'],1,7.8999999999999995,
Tarkeeb,(1984),136 min,4.6,9.0,"['Action', ' Crime', ' Drama']",3,5.765217391304348,
Tarkieb,(2000),156 min,5.0,233.0,"['Mystery', ' Thriller']",2,5.653333333333333,
Tarpan (The Absolution),(1995),140 min,7.2,67.0,"['Drama', ' History']",2,7.2,
Tarpan: The Salvation,(2019),104 min,8.1,31.0,['Drama'],1,8.1,8.1
Tarzan 303,(1970),131 min,3.8,6.0,['Action'],1,6.411111111111111,
Tarzan and King Kong,(1965),128 min,5.6,27.0,"['Action', ' Adventure', ' Romance']",3,6.0,
Tarzan Aur Jadui Chirag,(1966),136 min,3.8,9.0,['Adventure'],1,3.8,
Tarzan Comes to Delhi,(1965),,6.7,15.0,"['Action', ' Adventure']",2,6.131578947368421,
Tarzan's Daughter,(2002),99 min,4.5,11.0,"['Action', ' Adventure', ' Musical']",3,4.5,
Tashan,(2008),120 min,3.9,5037.0,"['Action', ' Drama', ' Romance']",3,4.466666666666667,
Tasveer,(1966),,6.0,8.0,['Action'],1,5.7,
Tathagatha Buddha The Life & Times of Gautama Buddha,(2008),127 min,6.9,14.0,"['Biography', ' Drama']",2,6.9,
